"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","ISSN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Barcelona","Airs ; Amazonian mood ; Chanson de la pastoure ; Chanson serbe ; Cinq sets ; Cool flute ; Don Giovanni ; Exercices journaliers ; Flute exam pieces : ABRSM grade 3 : selected from the 2014-2017 syllabus ; Full on ; Harry Potter and the goblet of fire ; Hazelnote crunch ; High five ; Hole in my shoe ; Insouciance ; Menuette mit Trios ; Norwegische Tänze ; Overtures ; Panurge dans l'isle des lanternes ; Plaintive flute ; Progressive flute studies ; Serenades ; St Lucia ; Study ; Symphonies ; Toffee tango ; Tre giorni son che Nina ; Vie parisienne ; Waltzer ; Whistlin'","016498747","Monograph","Notated music ; Performed music","Audio disc ; Volume","","9781848495067","","Associated Board of the Royal Schools of Music (Great Britain)","","organisation","","Stapleton, Dave, 1979- [person] ; Salter, Lionel [person] ; Sogni, Angela, musician [person] ; Wastall, Peter [person] ; Rae, James [person] ; Luypaerts, Guy-Claude, 1949- [person] ; Demersseman, Jules, 1833-1866 [person] ; McDowall, Cecilia [person] ; Tulou, Jean-Louis, 1786-1865 [person] ; Harris, Paul, 1956- [person] ; Lawrance, Peter [person] ; Shaw, Richard, pianist [person] ; Thomas, Kathryn, 1973- [person] ; Lyons, Graham, 1936- [person] ; Ledbury, Oliver [person] ; Grétry, André-Ernest-Modeste, 1741-1813 [person] ; Adams, Sally, musician [person] ; Doyle, Patrick, 1953- [person] ; Gatti, Giovanni [person] ; Offenbach, Jacques, 1819-1880 [person] ; Mozart, Wolfgang Amadeus, 1756-1791 [person] ; Boyce, William, 1711-1779 [person] ; Burton, Anthony, writer [person] ; Kelly, Bryan [person] ; Gariboldi, G. [person] ; Gordon, David, 1965- [person] ; Telemann, Georg Philipp, 1681-1767 [person] ; Bullard, Alan, 1947- [person] ; Arrieu, Claude, 1903-1990 [person] ; Milford, Robin, 1903-1959 [person] ; Associated Board of the Royal Schools of Music (Great Britain) [organisation] ; Schubert, Franz, 1797-1828 [person] ; Pergolesi, Giovanni Battista, 1710-1736 [person] ; Denley, Ian, musician [person] ; Grieg, Edvard, 1843-1907 [person] ; Stephen, Ros [person]","","","England","London","ABRSM","2013","Score, parts and CD","1 score (13 pages) + 1 part (10 pages), 31 cm + 1 CD","788.32","g.1787.w./2014-2017","Recorded accompaniments (Flute) ; Associated Board of the Royal Schools of Music (Great Britain)--Examinations ; Flute and piano music, Arranged--Scores and parts ; Flute and piano music--Scores and parts ; Flute music ; Flute--Great Britain--Examinations, questions, etc","","","3 pieces are for solo flute; the other 6 have piano accompaniment ; 9 pieces from the Associated Board of the Royal Schools of music examination syllabus for grade 3 flute ; CD contains full demonstration tracks for all 30 pieces on the syllabus and backing tracks for those with piano accompaniment, performed by Kathryn Thomas (flute) and Richard Shaw (piano) ; Cover title ; Includes notes on the pieces by Anthony Burton"
"Beatrix Potter to Harry Potter : portraits of children's writers","","012689218","Monograph","Language material ; Text","Volume","GBA2X8534","9781855143425","","Eccleshare, Julia","","person","","Hove Museum and Art Gallery [organisation] ; Durham Art Gallery (Durham, England) [organisation] ; National Portrait Gallery (Great Britain) [organisation] ; Eccleshare, Julia [person]","","","England","London","National Portrait Gallery","2002","","136 pages, illustrations (some colour), portraits (some colour), 22 cm","778.92","YC.2002.a.14589","Authors, English--Portraits--Exhibitions ; Authors, English--Biography ; Children's literature, English","Biography ; Exhibition","English","Catalogue of an exhibition held at the National portraits Gallery, London, 15 May - 26 August 2002, Durham Art Gallery, 14 December 2002 - 26 January 2003 and Hove Museum and Art Gallery, 10 April - 10 June 2003"
"Beyond the wand : the magic and mayhem of growing up a wizard","","020700810","Monograph","Language material ; Text","Volume","GBC2D5876","9781529149418","","Felton, Tom","1987-","person","author","Felton, Tom, 1987-, author [person]","","","England","London","Ebury Spotlight","2022","","1 volume, 24 cm","792.28092","","Motion picture acting ; Harry Potter films ; Felton, Tom, 1987-","","English","Additional physical form: ebook version. 9781529192438"
"Beyond the wand : the magic and mayhem of growing up a wizard","","020703023","Monograph","Language material ; Text","Online resource (ePub ebook)","GBC2D8087","9781529192438","","Felton, Tom","1987-","person","author","Felton, Tom, 1987-, author [person]","","","England","London","Ebury Digital","2022","","1 online resource","792.28092","ELD.DS.729281","Motion picture acting ; Harry Potter films ; Felton, Tom, 1987-","","English","Additional physical form: Print version. 9781529149418"
"Beyond the wand : the magic and mayhem of growing up a wizard","","021040623","Monograph","Language material ; Still image ; Text","Volume","GBC384086","9781529149432","","Felton, Tom","1987-","person","author","Felton, Tom, 1987-, author [person]","","","England","London","Ebury Spotlight","2023","","308 pages, illustrations (black and white and colour), 20 cm","791.43028092","","Motion picture acting ; Harry Potter films ; Felton, Tom, 1987-","","English","Originally published: 2022"
"Bots and gemots : Anglo-Saxon legal references in Harry Potter","Agents of the good, servants of evil : Harry Potter and the law of agency ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; When Harry met Martin : imagination, imagery, and the color line ; Which spell : learning to think like a wizard ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; magic of money and banking ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"Boys and girls forever : children's classics from Cinderella to Harry Potter","","006951022","Monograph","Language material ; Text","Volume","GBA4Z6662","9780099453895","","Lurie, Alison","1926-","person","","Lurie, Alison, 1926- [person]","","","England","London","Vintage","2004","","xvi, 231 pages, 20 cm","809.89282","YK.2005.a.19101 ; m08/.37479","Children's literature--History and criticism ; Children--Books and reading","","English","Originally published: London: Chatto & Windus, 2003"
"Boys and girls forever : children's classics from Cinderella to Harry Potter","","011981567","Monograph","Language material ; Text","Volume","GBA3Y9615","9780701175191","","Lurie, Alison","1926-","person","","Lurie, Alison, 1926- [person]","","","England","London","Chatto & Windus","2003","","xvi, 219 pages, 23 cm","809.89282","2708.e.2678","Children's literature--History and criticism","","English",""
"Boys and girls forever : children's classics from Cinderella to Harry Potter","","018515347","Monograph","Language material ; Text","Online resource","GBB7H4927","9781446434475","","Lurie, Alison","","person","","Lurie, Alison [person]","","","England ; United Kingdom","London","Vintage Digital","2011","","1 online resource (256 pages)","809.89282","ELD.DS.187375","Children's literature ; Children's literature--History and criticism","Criticsm and interpretation","English",""
"Calling all witches! : the girls who left their mark on the Wizarding World","","019157851","Monograph","Language material ; Text","Volume","GBB8M6516","9781338322972","","","","","","","Wizarding World","","England","London","Scholastic","2019","","1 volume, 22 cm","791.4375","","Fantastic beasts and where to find them (Motion picture)--Juvenile literature ; Harry Potter films--Juvenile literatature ; Rowling, J. K.--Characters--Juvenile literature ; Fantastic beasts, the crimes of Grindelwald (Motion picture)--Juvenile literature","Children's literature","English",""
"Celebrations, food, and publications of the Wizarding World","","019842031","Monograph","Cartographic image ; Language material ; Still image ; Text","Sheet ; Volume","GBC085150","9781789094909","","Revenson, Jody","","person","author","Revenson, Jody, author [person]","Harry Potter film vault","12 [Harry Potter film vault]","England","London","Titan","2020","","1 volume, illustrations, 28 cm + 1 poster","791.4372","","Harry Potter films","","English",""
"Chamber of secrets","Alohomora! (Podcast)","020990894","Monograph","Language material ; Text","Volume","GBC355307","9781956403152","","","","","","","The unofficial Harry Potter companion","volume 2 [The unofficial Harry Potter companion]","United States of America","New York","Media Lab","2023","","160 pages, 22 cm","823.92","","Rowling, J. K","","English",""
"Changing representations of childhood innocence in China and the West : Chenzhou Jiang's 'The Journey of Flower' and J.K. Rowling's Harry Potter series","","020316007","Monograph","Language material ; Text","Online resource","","","","Li, Shushu","","person","author","Li, Shushu, author [person] ; University of Glasgow [organisation]","","","United Kingdom","","University of Glasgow","2021","","1 online resource","823","835222","","","English",""
"Chanson de la pastoure","Airs ; Amazonian mood ; Barcelona ; Chanson serbe ; Cinq sets ; Cool flute ; Don Giovanni ; Exercices journaliers ; Flute exam pieces : ABRSM grade 3 : selected from the 2014-2017 syllabus ; Full on ; Harry Potter and the goblet of fire ; Hazelnote crunch ; High five ; Hole in my shoe ; Insouciance ; Menuette mit Trios ; Norwegische Tänze ; Overtures ; Panurge dans l'isle des lanternes ; Plaintive flute ; Progressive flute studies ; Serenades ; St Lucia ; Study ; Symphonies ; Toffee tango ; Tre giorni son che Nina ; Vie parisienne ; Waltzer ; Whistlin'","016498747","Monograph","Notated music ; Performed music","Audio disc ; Volume","","9781848495067","","Associated Board of the Royal Schools of Music (Great Britain)","","organisation","","Stapleton, Dave, 1979- [person] ; Salter, Lionel [person] ; Sogni, Angela, musician [person] ; Wastall, Peter [person] ; Rae, James [person] ; Luypaerts, Guy-Claude, 1949- [person] ; Demersseman, Jules, 1833-1866 [person] ; McDowall, Cecilia [person] ; Tulou, Jean-Louis, 1786-1865 [person] ; Harris, Paul, 1956- [person] ; Lawrance, Peter [person] ; Shaw, Richard, pianist [person] ; Thomas, Kathryn, 1973- [person] ; Lyons, Graham, 1936- [person] ; Ledbury, Oliver [person] ; Grétry, André-Ernest-Modeste, 1741-1813 [person] ; Adams, Sally, musician [person] ; Doyle, Patrick, 1953- [person] ; Gatti, Giovanni [person] ; Offenbach, Jacques, 1819-1880 [person] ; Mozart, Wolfgang Amadeus, 1756-1791 [person] ; Boyce, William, 1711-1779 [person] ; Burton, Anthony, writer [person] ; Kelly, Bryan [person] ; Gariboldi, G. [person] ; Gordon, David, 1965- [person] ; Telemann, Georg Philipp, 1681-1767 [person] ; Bullard, Alan, 1947- [person] ; Arrieu, Claude, 1903-1990 [person] ; Milford, Robin, 1903-1959 [person] ; Associated Board of the Royal Schools of Music (Great Britain) [organisation] ; Schubert, Franz, 1797-1828 [person] ; Pergolesi, Giovanni Battista, 1710-1736 [person] ; Denley, Ian, musician [person] ; Grieg, Edvard, 1843-1907 [person] ; Stephen, Ros [person]","","","England","London","ABRSM","2013","Score, parts and CD","1 score (13 pages) + 1 part (10 pages), 31 cm + 1 CD","788.32","g.1787.w./2014-2017","Recorded accompaniments (Flute) ; Associated Board of the Royal Schools of Music (Great Britain)--Examinations ; Flute and piano music, Arranged--Scores and parts ; Flute and piano music--Scores and parts ; Flute music ; Flute--Great Britain--Examinations, questions, etc","","","3 pieces are for solo flute; the other 6 have piano accompaniment ; 9 pieces from the Associated Board of the Royal Schools of music examination syllabus for grade 3 flute ; CD contains full demonstration tracks for all 30 pieces on the syllabus and backing tracks for those with piano accompaniment, performed by Kathryn Thomas (flute) and Richard Shaw (piano) ; Cover title ; Includes notes on the pieces by Anthony Burton"
"Chanson serbe","Airs ; Amazonian mood ; Barcelona ; Chanson de la pastoure ; Cinq sets ; Cool flute ; Don Giovanni ; Exercices journaliers ; Flute exam pieces : ABRSM grade 3 : selected from the 2014-2017 syllabus ; Full on ; Harry Potter and the goblet of fire ; Hazelnote crunch ; High five ; Hole in my shoe ; Insouciance ; Menuette mit Trios ; Norwegische Tänze ; Overtures ; Panurge dans l'isle des lanternes ; Plaintive flute ; Progressive flute studies ; Serenades ; St Lucia ; Study ; Symphonies ; Toffee tango ; Tre giorni son che Nina ; Vie parisienne ; Waltzer ; Whistlin'","016498747","Monograph","Notated music ; Performed music","Audio disc ; Volume","","9781848495067","","Associated Board of the Royal Schools of Music (Great Britain)","","organisation","","Stapleton, Dave, 1979- [person] ; Salter, Lionel [person] ; Sogni, Angela, musician [person] ; Wastall, Peter [person] ; Rae, James [person] ; Luypaerts, Guy-Claude, 1949- [person] ; Demersseman, Jules, 1833-1866 [person] ; McDowall, Cecilia [person] ; Tulou, Jean-Louis, 1786-1865 [person] ; Harris, Paul, 1956- [person] ; Lawrance, Peter [person] ; Shaw, Richard, pianist [person] ; Thomas, Kathryn, 1973- [person] ; Lyons, Graham, 1936- [person] ; Ledbury, Oliver [person] ; Grétry, André-Ernest-Modeste, 1741-1813 [person] ; Adams, Sally, musician [person] ; Doyle, Patrick, 1953- [person] ; Gatti, Giovanni [person] ; Offenbach, Jacques, 1819-1880 [person] ; Mozart, Wolfgang Amadeus, 1756-1791 [person] ; Boyce, William, 1711-1779 [person] ; Burton, Anthony, writer [person] ; Kelly, Bryan [person] ; Gariboldi, G. [person] ; Gordon, David, 1965- [person] ; Telemann, Georg Philipp, 1681-1767 [person] ; Bullard, Alan, 1947- [person] ; Arrieu, Claude, 1903-1990 [person] ; Milford, Robin, 1903-1959 [person] ; Associated Board of the Royal Schools of Music (Great Britain) [organisation] ; Schubert, Franz, 1797-1828 [person] ; Pergolesi, Giovanni Battista, 1710-1736 [person] ; Denley, Ian, musician [person] ; Grieg, Edvard, 1843-1907 [person] ; Stephen, Ros [person]","","","England","London","ABRSM","2013","Score, parts and CD","1 score (13 pages) + 1 part (10 pages), 31 cm + 1 CD","788.32","g.1787.w./2014-2017","Recorded accompaniments (Flute) ; Associated Board of the Royal Schools of Music (Great Britain)--Examinations ; Flute and piano music, Arranged--Scores and parts ; Flute and piano music--Scores and parts ; Flute music ; Flute--Great Britain--Examinations, questions, etc","","","3 pieces are for solo flute; the other 6 have piano accompaniment ; 9 pieces from the Associated Board of the Royal Schools of music examination syllabus for grade 3 flute ; CD contains full demonstration tracks for all 30 pieces on the syllabus and backing tracks for those with piano accompaniment, performed by Kathryn Thomas (flute) and Richard Shaw (piano) ; Cover title ; Includes notes on the pieces by Anthony Burton"
